job_title,url,posted_date,job_country_code,is_remote,job_location,job_description,salary,company_name
NodeJs Backend Developer,http://in.indeed.com/job/nodejs-backend-developer-d270e3ea06ef47d6,24-03-2025,IN,FALSE,"Mumbai, Maharashtra","* Develop and maintain server\\-side logic using Node.js and PostgreSQL.
* Design and implement RESTful APIs for financial applications.
* Collaborate with front\\-end developers, DevOps, and QA teams to integrate server\\-side logic.
* Optimize performance of database queries and ensure scalability.
* Ensure security best practices in all development processes, including data protection and authentication mechanisms.
* Debug, troubleshoot, and optimize existing code for performance and reliability.
* Write clean, modular, and well\\-documented code adhering to coding standards.
* Participate in code reviews and provide constructive feedback to peers.
* Contribute to the entire software development lifecycle, including planning, coding,
* testing, and deployment.

Job Type: Full\\-time

Pay: ₹550,000\\.00 \\- ₹800,000\\.00 per year

Location Type:

* In\\-person

Application Question(s):

* Overall how many years of experience do you have in NodeJs?
* Where are you located in Mumbai?

Education:

* Bachelor's (Required)

Experience:

* Node.js: 2 years (Required)

Location:

* Mumbai, Maharashtra (Preferred)

Work Location: In person

",10000,MyWays.ai
Full Stack Developer,https://www.gate6.com/career/full-stack-developer/,24-03-2025,IN,FALSE,"Indore, Madhya Pradesh","Gate6 is hiring **Full Stack Developers (3\\-5 years experience)** to join our team. We specialize in **building scalable SaaS applications** with multiple third\\-party integrations, focusing on **high\\-performance, secure, and cloud\\-based solutions**. We are expanding our development team to enhance **feature development efficiency** and **provide strong technical support** for our applications. Our **tech stack** includes **Python, Angular, Node.js, MySQL Aurora, MongoDB, and DataDog**, with **auto\\-deployment on AWS**. Additionally, we are strengthening our **security and compliance measures**, so candidates with expertise in **data security best practices** are highly preferred.

**Responsibilities:**

* Develop and maintain **scalable, secure, and high\\-performance** full\\-stack applications.
* Design and implement responsive front\\-end interfaces using **Angular** and other javascript frameworks.
* Write, test, and optimize **Python (Django/Flask/FastAPI) and Node.js** back\\-end services.
* **Design and develop RESTful Open APIs** for seamless third\\-party integrations.
* Work with **relational (MySQL Aurora) and NoSQL (MongoDB) databases** for data management.
* Integrate with **third\\-party APIs** such as **QBO, Google MAPs etc** .
* Optimize application **performance, scalability, and security**.
* **Implement and manage Zapier actions and triggers** for workflow automation.
* Implement **secure coding practices** and ensure compliance with **industry security standards**.
* Work with **AWS** for **deployment, auto\\-scaling, and cloud\\-based solutions**.
* Collaborate with **product managers, UI/UX designers, and DevOps teams**.
* Participate in **Agile/Scrum** ceremonies, code reviews, and technical discussions.
* Provide **technical support** for application stability and performance improvements.

**Key Requirements:**

* **3\\-5 years of experience** in **full\\-stack development** with **Python\\-based technologies**.
* Strong proficiency in **Python (Django/Flask/FastAPI)** for back\\-end development.
* **Experience with Node.js** for API development and microservices.
* Hands\\-on experience with **Angular** for front\\-end development.
* Experience in **building and maintaining RESTful Open APIs** for integrations.
* Experience in **writing actions and triggers in Zapier** for automation.
* Strong understanding of **SQL (MySQL Aurora) and NoSQL (MongoDB) databases**.
* Experience with **Docker, Kubernetes, CI/CD pipelines** for deployment.
* Familiarity with **AWS** for cloud\\-based infrastructure and auto\\-scaling.
* Knowledge of **authentication \\& authorization** mechanisms (**OAuth, JWT, etc.**).
* Understanding of **data security best practices** and **secure software development principles**.
* Strong **problem\\-solving, debugging, and analytical skills**.
* Experience working with **Git/GitHub/GitLab** and **Agile/Scrum methodologies**.
* Excellent **communication and teamwork** skills.
* Ability to create well\\-structured **technical documentation**, including **API specs and process guides**.

**Nice to Have:**

* Experience with **DataDog** for monitoring and logging.
* Prior experience in **SaaS applications** and **third\\-party API integrations**.


If you're passionate about **building scalable SaaS solutions** and enjoy working with **modern cloud\\-based technologies**, we’d love to hear from you!

",10000,Gate6
GEN AI,https://www.virtusa.com/careers/in/hyderabad/emerging-tech/gen-ai/creq215959?jobid=CREQ215959-2088695896&source=Indeed,24-03-2025,IN,FALSE,Andhra Pradesh,"JD  

  

Experience in analysis and assessment of Busienss Scenarios for Gen AI Implementation  

Designing, developing, and implementing generative AI models and algorithms utilizing techniques such as GPT, VAE, GANs \\& LLMs.  

Generate required data using data generation techniques,  

Implement the data storages/vector storages required for models  

Familiarity with cloud\\-based platforms and services, such as AWS, GCP, or Azure.  

Develop, test and deploy models
  

Experience in analysis and assessment of Busienss Scenarios for Gen AI Implementation  

Designing, developing, and implementing generative AI models and algorithms utilizing techniques such as GPT, VAE, GANs \\& LLMs.  

Generate required data using data generation techniques,  

Implement the data storages/vector storages required for models  

Familiarity with cloud\\-based platforms and services, such as AWS, GCP, or Azure.  

Develop, test and deploy models
  

  

Mandatory Skills  

Gen AI  

Python

 **About Virtusa**



Teamwork, quality of life, professional and personal development: values that Virtusa is proud to embody. When you join us, you join a team of 27,000 people globally that cares about your growth — one that seeks to provide you with exciting projects, opportunities and work with state of the art technologies throughout your career with us.



Great minds, great potential: it all comes together at Virtusa. We value collaboration and the team environment of our company, and seek to provide great minds with a dynamic place to nurture new ideas and foster excellence.



Virtusa was founded on principles of equal opportunity for all, and so does not discriminate on the basis of race, religion, color, sex, gender identity, sexual orientation, age, non\\-disqualifying physical or mental disability, national origin, veteran status or any other basis covered by appropriate law. All employment is decided on the basis of qualifications, merit, and business need.

",10000,Virtusa Lifespaces India Pvt Ltd
Frontend Engineer,http://in.indeed.com/job/frontend-engineer-2f2abb92a6afee66,24-03-2025,IN,TRUE,"Delhi District, Delhi","Location: Delhi

Department: Technology

Employment Type: Full\\-Time

Job Overview

We are seeking a highly skilled and passionate Front\\-End Developer to join our growing team.

The ideal candidate will have experience in creating responsive, user\\-friendly websites

and web applications with a strong understanding of front\\-end technologies.

You will work closely with our design and back\\-end development teams to bring our projects to life

and deliver excellent digital experiences to our users.

Key Responsibilities

\\- Develop and implement visually appealing and user\\-friendly web pages using HTML, CSS, React and JavaScript.

\\- Collaborate with UX/UI designers to translate design wireframes and prototypes into functional and interactive web pages.

\\- Build reusable and modular code and libraries for future use.

\\- Optimize applications for maximum speed and scalability across various browsers and devices.

\\- Work with back\\-end developers to integrate APIs and other services into the front\\-end application.

\\- Ensure the technical feasibility of UI/UX designs and provide feedback during the design phase.

\\- Perform thorough testing and debugging of web applications to ensure cross\\-browser compatibility and responsive design.

\\- Maintain and improve website performance, security, and usability.

\\- Stay up\\-to\\-date with emerging front\\-end technologies, best practices, and industry trends.

Qualifications

\\- Master's degree in Computer Science, Engineering, or a related field, or equivalent work experience.

\\- Proven experience as a Front\\-End Developer or similar role.

\\- Strong proficiency in HTML, CSS, and JavaScript (ES6\\+).

\\- Experience with front\\-end frameworks and libraries such as React, or Vue.js.

\\- Familiarity with UI/UX principles and design tools (Sketch, Figma, etc.).

\\- Familiarity with version control systems like Git.

\\- Knowledge of responsive design principles and mobile\\-first design.

\\- Experience with RESTful APIs and integrating them with front\\-end applications.

\\- Familiarity with CSS preprocessors like SASS or LESS.

\\- Understanding of web performance optimization techniques.

\\- Strong problem\\-solving skills and attention to detail.

\\- Ability to work collaboratively in a fast\\-paced, team\\-oriented environment.

\\- Excellent communication skills, both written and verbal.

Nice to Have:

\\- Experience with TypeScript.

\\- Knowledge of build tools and task runners (Webpack, Gulp, etc.).

\\- Experience with testing frameworks like Jest or Mocha.

Why Join Us?

\\- Competitive salary and benefits package.

\\- Opportunity to work with a dynamic and innovative team.

\\- Professional development and career growth opportunities.

\\- A collaborative, inclusive, and creative work environment.

\\- Flexible work hours and remote work options.

If you are passionate about building exceptional web experiences and eager to grow your career in front\\-end development, we would love to hear from you!

Job Type: Full\\-time

Pay: ₹267,755\\.63 \\- ₹1,375,049\\.15 per year

Schedule:

* Day shift

Work Location: In person

Expected Start Date: 26/03/2025

",10000,IDC India
Java Backend Developer,http://in.indeed.com/job/java-backend-developer-0d4d73a9ec3b57c3,24-03-2025,IN,FALSE,"Chennai, Tamil Nadu","**JAVA backend developer requirement are below:**  
Minimum Experience: 7 Years  
Maximum Experience: 10 Years

**Responsibilities:**

· Design, develop, test, deploy, maintain, and improve software applications.

· Collaborate with cross\\-functional teams to define and implement new features

· Write clean, well\\-designed, and efficient code.

· Prepare and produce releases of software components

**Required Skills:**

· Strong understanding of Java concepts, including object\\-oriented programming, data structures, multithreading, algorithms, and exception handling.

· Proficiency in Spring Boot, Spring MVC, Hibernate, and similar frameworks.

· Experience with SQL and NoSQL databases.

· Experience with RESTful web services.

· Knowledge of JavaScript

· Knowledge of Elastic Search

· Excellent problem\\-solving and analytical skills

· Strong communication and leadership abilities

Job Type: Full\\-time

Pay: ₹1,500,000\\.00 \\- ₹2,000,000\\.00 per year

Location Type:

* In\\-person

Schedule:

* Day shift

Experience:

* Backend developer: 7 years (Required)

Work Location: In person

**Speak with the employer**  
\\+91 8714684199

",10000,caspian management services LLP
Backend Developer (Female),http://in.indeed.com/job/backend-developer-female-c8f66f452df254c6,24-03-2025,IN,FALSE,"Kolkata, West Bengal","We are seeking a talented and passionate Backend Developer (female preffered) to join our growing team. You will play a crucial role in designing, developing, and maintaining robust and scalable backend systems that power our \\[product/platform/services]. You will work closely with frontend developers, product managers, and other stakeholders to deliver high\\-quality software that meets our business needs. This role emphasizes expertise in Laravel.

**Responsibilities:**

* Design, develop, and maintain efficient, reusable, and reliable backend services and APIs using Laravel.
* Implement robust security measures and data protection protocols.
* Write clean, well\\-documented, and testable code.
* Collaborate with frontend developers to integrate backend services with user interfaces.
* Work closely with product managers to understand requirements and translate them into technical specifications.
* Participate in code reviews and contribute to improving our development processes.
* Troubleshoot and debug production issues.
* Optimize applications for maximum speed and scalability.
* Contribute to the architecture and design of our backend systems.
* Stay up\\-to\\-date with the latest industry trends and technologies.
* Work with databases (e.g., PostgreSQL, MySQL, MongoDB) and ORMs/ODMs.
* Implement and maintain CI/CD pipelines.
* Potentially work with cloud platforms (e.g., AWS, Google Cloud, Azure).

**Required Skills and Experience:**

* Proven experience as a Backend Developer with a strong focus on Laravel.
* Experience with Laravel or Node JS, demonstrating an understanding of its modular architecture, dependency injection, and best practices.
* Experience with RESTful API design and development.
* Knowledge of database systems (e.g., PostgreSQL, MySQL, MongoDB) and ORMs/ODMs.
* Understanding of software development principles, including SOLID principles and design patterns.
* Experience with version control systems (e.g., Git).
* Strong problem\\-solving and analytical skills.
* Excellent communication and collaboration skills.

Job Type: Full\\-time

Pay: ₹5,000\\.00 \\- ₹20,000\\.00 per month

Benefits:

* Paid sick time

Location Type:

* In\\-person

Experience:

* Node.js: 1 year (Preferred)
* Laravel: 1 year (Preferred)

Work Location: In person

",10000,DotLinker Technologies Private Limited
Frontend Engineer/Senior Frontend Engineer (TS/React/React Native),https://jobs.smartrecruiters.com/Omio1/744000049483329-frontend-engineer-senior-frontend-engineer-ts-react-react-native-,24-03-2025,IN,FALSE,"Bengaluru, Karnataka","**Company Description**  

Omio’s vision is to enable people to travel seamlessly anywhere, anyway. We are bringing all global transport into a single distribution system and creating end\\-to\\-end magical consumer journeys.


With Omio you can compare and book trains, buses, ferries and flights anywhere in Europe, the US, and Canada with one simple search, on mobile, app, or desktop. By offering transparent pricing and easy booking, Omio makes travel planning simple, flexible, and personal.


Omio is the largest source of inventory, with 1000\\+ suppliers operating in 39 countries. Our brands also include Rome2Rio for global discovery, while Omio powers ticketing and journeys, which attract 900m\\+ users every year. Our offices are based in Berlin, Prague, Melbourne, Brazil, Bangalore, and London.


We are a growing team of more than 400 passionate employees from more than 50 countries who share the same vision: to create a single tool to help send travelers almost anywhere in the world.


The new tech\\-hub in Bangalore is driving Global Expansion, a charter that unlocks major growth opportunities for Omio and makes travel planning for customers in new geographies simple, flexible, and personal.

 **Job Description**  

Job Description


What you will do:

* Create robust frontend solutions using state\\-of\\-the\\-art technologies. You will build components that are used throughout all of Omio’s frontends (mobile, desktop, apps)
* Work with your team to rapidly test ideas on users, use results for iterations and improve our product
* Test new languages, libraries and frameworks and evaluate their potential to make sure we never stop innovating. You will share best practices with other teams and help make those a company standard.
* Build highly reusable frontend components that can be dynamically mounted in any react frontend
* Apply your engineering experience to automate processes and help to guide the team during the decision making


Our tech stack:

* Typescript/Javascript, React, React Native, ES6, Rest API/GraphQL, Styled components, Jest, Cypress, Kubernetes, GitHub
* Check more details: https://omio.tech/radar


Additional Information


Learn more about Omio Engineering and our Team:

* https://medium.com/omio\\-engineering
* https://www.omio.com/corporate


Here at Omio, we know that no two people are alike, and that’s a great thing. Diversity in culture, thought and background has been key to growing our product beyond borders to reach millions of users from all over the world. That’s why we believe in giving equal opportunity to all, regardless of race, gender, religion, sexual orientation, age or disability.


Hiring process and background checks


At Omio, we work in partnership with Sprinverify Screening, once a job offer has been accepted, Giant will be engaged to carry out background screening. Giant will reach out to you via email and occasionally via telephone/text message so that they can gather all relevant information required. Consent will be requested prior to any information being passed to our services company.  



  

  

**Qualifications** **You Are:**

* Customer\\-focused: You have a passion for building front\\-ends that users genuinely enjoy and helps them get the most out of our product
* Up to code: You have more than 4\\-8 years of experience in software development, you write clean, lean, effective code, all version controlled. You pick the right tool for the job and are not limited to a single paradigm or language
* Pragmatic: You and your team take on complex multi\\-domain problems, analyse, design, build modular solutions, and deliver end\\-to\\-end in an MVP, value\\-first and iterative approach
* An automator: You remove repetition and snowflakes through scripting and automation tools. Whatever can be automated will be automated. You have deployed, monitored, and supported applications across stacks and technologies
* A tuning expert: You have improved performance and analysed bottlenecks in production systems through benchmarks and stress tests. You are no stranger to profiling a front\\-end.
* A team player: You guide and help your teammates with planning and delivering high\\-quality software and also take on communication across teams

 **Additional Information** **Learn more about Omio Engineering and our Team:**

* https://medium.com/omio\\-engineering


Here at Omio, we know that no two people are alike, and that’s a great thing. Diversity in culture, thought and background has been key to growing our product beyond borders to reach millions of users from all over the world. That’s why we believe in giving equal opportunity to all, regardless of race, gender, religion, sexual orientation, age, or disability.  

  

Hiring process and background checks  

At Omio, we work in partnership with Giant Screening, once a job offer has been accepted, Giant will be engaged to carry out background screening. Giant will reach out to you via email and occasionally via telephone/text message so that they can gather all relevant information required. Consent will be requested prior to any information being passed to our services company.

**What’s in it for you? \\#LifeatOmio**


Omio encourage you to apply even if you’re still developing some of these skills! We value diversity and welcome all applicants regardless of ethnicity, religion, national origin, sexual orientation, gender identity, age or disability.

**Recruitment scams: Important notice**  

Protect yourself from scammers, Omio wants to ensure your ongoing safety during the application process at Omio. Please keep in mind of potential scammers impersonating Omio recruiters (mainly via a global professional networking site, and messenger app's).  

Remember, Omio never requests payment or sensitive personal information during the recruitment process. All official job opportunities are exclusively posted on our careers page. If you suspect fraudulent activity, report it to recruitment@omio.com. Remember to cross\\-reference against our careers page if you question the authenticity, stay vigilant, and protect yourself from recruitment scams.  

**www.omio.com/corporate/jobs**

",10000,Omio
Senior AI Engineer – LLM Applications,https://grnh.se/ae96b9c63us,24-03-2025,IN,FALSE,"Pune, Maharashtra","Cowbell is signaling a new era in cyber insurance by harnessing technology and data to provide small and medium\\-sized enterprises (SMEs) with advanced warning of cyber risk exposures bundled with cyber insurance coverage adaptable to the threats of today and tomorrow. Championing adaptive insurance, Cowbell follows policyholders' cyber risk exposures as they evolve through continuous risk assessment and continuous underwriting. In its unique AI\\-based approach to risk selection and pricing, Cowbell's underwriting platform, powered by Cowbell Factors, compresses the insurance process from submission to issue to less than 5 minutes.



Founded in 2019 and based in the San Francisco Bay Area, Cowbell has rapidly grown, now operating across the U.S., Canada, U.K., and India. This growth was recently bolstered by a successful Series C fundraising round of $60 million from Zurich Insurance. This investment not only underscores the confidence in Cowbell's mission but also accelerates our capacity to revolutionize cyber insurance on a global scale. With the backing of over 25 prominent reinsurance partners, Cowbell is poised to redefine how SMEs navigate the evolving landscape of cyber threats.


Cowbell is signaling a new era in cyber insurance by harnessing technology and data to provide small and medium\\-sized enterprises (SMEs) with advanced warning of cyber risk exposures bundled with cyber insurance coverage adaptable to the threats of today and tomorrow. Championing adaptive insurance, Cowbell follows policyholders' cyber risk exposures as they evolve through continuous risk assessment and continuous underwriting. In its unique AI\\-based approach to risk selection and pricing, Cowbell's underwriting platform, powered by Cowbell Factors, compresses the insurance process from submission to issue to less than 5 minutes.



Founded in 2019, Cowbell is based in the San Francisco Bay Area with employees across the U.S., Canada, U.K. and India and is backed by over 15 A.M. Best A\\- or higher rated reinsurance partners.


### **Position Overview:**


### **Key Responsibilities**


* Design and implement RAG\\-based systems, integrating LLMs with vector databases, search pipelines, and knowledge retrieval frameworks.
* Develop intelligent AI agents that automate tasks, retrieve relevant information, and improve user interactions.
* Work with APIs, embeddings, and multi\\-modal retrieval to enhance AI application performance.
* Optimize inference pipelines and improve LLM serving, fine\\-tuning, and distillation for efficiency.
* Stay ahead of the curve by researching and implementing state\\-of\\-the\\-art advancements in generative AI and retrieval techniques.
* Collaborate with stakeholders and cross\\-functional teams to understand business needs and develop impactful ML models and AI\\-driven automation solutions.

### **Minimum Qualifications**


* Master's in Computer Science, Data Science, AI, Machine Learning, or a related field (or a Bachelor's degree with substantial experience).
* 5\\+ years of experience in machine learning, deep learning, and NLP for real\\-world applications.
* 1\\+ years of hands\\-on experience with LLMs and generative AI.
* Expertise in RAG architectures, vector search, and retrieval methods.
* Proficiency in Python and experience with LLM APIs (OpenAI, Hugging Face, Anthropic, etc.).
* Experience integrating LLMs into real\\-world applications (e.g., chatbots, automation, intelligent decision\\-making agents).
* Solid foundation in machine learning, statistical modeling, and AI\\-driven software development.
* Knowledge of prompt engineering, few\\-shot learning, and prompt chaining techniques.
* Strong software engineering skills, including experience with cloud platforms (AWS) and ML model deployment.
* Excellent problem\\-solving skills, communication abilities, and ability to work independently.

### **Preferred Qualifications**


* Proficiency in PyTorch or TensorFlow for deep learning model development.
* Experience in LLM fine\\-tuning, model compression, and optimization.
* Familiarity with frameworks like LangChain, LlamaIndex, or Ollama.
* Experience with multi\\-modal retrieval systems (text, image, structured data).
* Contributions to open\\-source AI projects or published research in AI/ML.


**What Cowbell brings to the table:**


* Employee equity plan for all and wealth enablement plan for select customer facing roles
* Comprehensive wellness program, meditation app subscriptions, lunch and learn, book club, happy hours and much more
* Professional development and the opportunity to learn the ins and outs of cyber insurance, cyber security as well as continuing to build your professional skills in a team environment


**Equal Employment Opportunity:**  

  

We are committed to equal opportunity in the terms and conditions of employment for all employees and job applicants without regard to race, color, religion, sex, sexual orientation, age, gender identity or gender expression, national origin, disability, or veteran status.  

Cowbell is a leading innovator in cyber insurance, dedicated to empowering businesses to always deliver their intended outcomes as the cyber threat landscape evolves. Guided by our core values of TRUE—Transparency, Resiliency, Urgency, and Empowerment—we are on a mission to be the gold standard for businesses to understand, manage, and transfer cyber risk.



At Cowbell, we foster a collaborative and dynamic work environment where every employee is empowered to contribute and grow. We pride ourselves on our commitment to transparency and resilience, ensuring that we not only meet but exceed industry standards.  

We are proud to be an equal opportunity employer, promoting a diverse and inclusive workplace where all voices are heard and valued. Our employees enjoy competitive compensation, comprehensive benefits, and continuous opportunities for professional development.



For more information, please visit https://cowbell.insure/.

",10000,Cowbell Cyber
Senior AI/ML Developer,http://in.indeed.com/job/senior-aiml-developer-e976863207c6ef51,24-03-2025,IN,FALSE,"Mumbai, Maharashtra","**Senior AI/ML Developer**

**Location**: Mumbai, India  
**Experience**: 6\\+ Years

**Job Description:**

We are looking for a highly skilled **Senior AI/ML Developer** with expertise in **Python, PySpark, Hadoop, HIVE, Jupyter Notebooks, Model Building, Model Analysis, TensorFlow, Git, and JIRA**. The ideal candidate will be responsible for designing, developing, and deploying advanced AI/ML models and working with large\\-scale datasets to derive meaningful insights.

**Key Responsibilities:**

* Design, develop, and deploy AI/ML models for various business applications.
* Work with **large\\-scale datasets** using **Hadoop, HIVE, and PySpark** to perform data processing and analysis.
* Implement **model training, evaluation, and optimization** using frameworks like **TensorFlow and Python**.
* Utilize **Jupyter Notebooks** for data exploration, visualization, and model prototyping.
* Perform **model analysis, feature engineering, and hyperparameter tuning** for improved performance.
* Develop and maintain ML pipelines for **automated model deployment** and monitoring.
* Collaborate with **data engineers, analysts, and business stakeholders** to understand and deliver AI/ML solutions.
* Work with **Git and JIRA** for version control, project tracking, and agile workflow management.
* Optimize AI/ML algorithms for **performance, scalability, and real\\-time processing**.
* Stay updated with the latest advancements in **AI/ML technologies** and recommend innovative solutions.

**Required Skills \\& Qualifications:**

* **6\\+ years of experience** in **AI/ML development** with a strong understanding of machine learning algorithms.
* **Proficiency in Python** and experience with **PySpark, Hadoop, HIVE** for big data processing.
* Hands\\-on experience with **TensorFlow** or similar deep learning frameworks.
* Strong understanding of **model evaluation metrics, A/B testing, and data\\-driven decision\\-making**.
* Experience with **Git** for version control and **JIRA** for project tracking.
* Ability to write clean, efficient, and scalable code for AI/ML applications.
* Experience in working with **cloud\\-based AI/ML platforms (AWS, GCP, or Azure)** is a plus.
* Strong problem\\-solving skills, analytical mindset, and ability to work in a **fast\\-paced** environment.
* Excellent communication and collaboration skills.

**Preferred Qualifications:**

* Experience with **MLOps** and deploying ML models in production.
* Familiarity with **containerization technologies like Docker and Kubernetes**.
* Prior experience in **financial, healthcare, or e\\-commerce domains** is an added advantage.

Job Type: Full\\-time

Pay: Up to ₹1,800,000\\.00 per year

Schedule:

* Monday to Friday

Experience:

* Total Work: 6 years (Required)
* Python: 6 years (Required)
* Pyspark: 3 years (Required)
* Hadoop: 1 year (Required)

Work Location: In person

",10000,Evaluate AI
AES - DE - Generative AI,https://fa-etvl-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions/preview/128797,24-03-2025,IN,FALSE,India,"GEN AI


5\\+ YRS


PUNE/HYDERABAD/BANGALORE  



Looking for a workplace where people realize their full potential, are recognized for the impact they make, and enjoy the company of the peers they work with? Welcome to Zensar! Read on for more details on the role and about us.  



**Skills required to contribute:**

**Mandatory Experience:**

* Develop and implement generative AI models for various applications, including natural language processing, image generation, and more.
* Collaborate with cross\\-functional teams to integrate AI solutions into existing products and services.
* Conduct research to stay updated with the latest advancements in generative AI and machine learning.
* Optimize and fine\\-tune AI models to improve performance and efficiency.
* Analyze and interpret data to derive meaningful insights and guide decision\\-making processes.
Document and present findings, methodologies, and results to stakeholders.  
* 

Advantage Zensar  

We are a digital solutions and technology services company that partners with global organizations across industries to achieve digital transformation. With a strong track record of innovation, investment in digital solutions, and commitment to client success, at Zensar, you can help clients achieve new thresholds of performance. A subsidiary of RPG Group, Zensar has its HQ in India, and offices across the world, including Mexico, South Africa, UK and USA.  



Zensar is all about celebrating individuality, creativity, innovation, and flexibility. We hire based on values, talent, and the potential necessary to fill a given job profile, irrespective of nationality, sexuality, race, color, and creed. We also put in policies to empower this assorted talent pool with the right environment for growth.  



At Zensar, you Grow, Own, Achieve, Learn.  



Learn more about our culture: https://www.zensar.com/careers/who\\-we\\-are  



**Ready to \\#ExperienceZensar?**

Begin your application by clicking on the ‘Apply Online’ button below.


Be sure to have your resume handy!


If you’re having trouble applying, drop a line to careers@zensar.com.

",10000,Zensar Technologies
Sr. Full Stack Developer,http://in.indeed.com/job/sr-full-stack-developer-7822ec0225303583,24-03-2025,IN,FALSE,"Pune, Maharashtra","Our client want this profile

Job Title : Sr. Full Stack Developer

Experience Required: 8\\+

Work Location: Remote(Pune for 15 days then remote)

**Required Skills please mention your year of experience:**

Python

Django

Aws

react js

Job Type: Contractual / Temporary  
Contract length: 6 months

Pay: ₹60,000\\.00 \\- ₹70,000\\.00 per year

Work Location: In person

**Speak with the employer**  
\\+91 9016357774

",10000,vertex tech solutions
Senior Python AI Developer II Mohali,http://in.indeed.com/job/senior-python-ai-developer-ii-mohali-3cbcdaaa20d8d795,24-03-2025,IN,FALSE,"Mohali, Punjab","Geek Informatic is open to profile as mentioned below:

Open Position: Senior Python AI Developer

Required Experience: 5\\+ Years

Qualification: Graduate

Salary: 60k\\-95k

Work Location: Mohali (On site)

***Key Responsibilities:***

* Develop and maintain web applications using Django and Flask frameworks.
* Design and implement RESTful APIs using Django Rest Framework (DRF).
* Deploy, manage, and optimize applications on AWS services, including EC2, S3, RDS, Lambda, and Cloud Formation.
* Build and integrate APIs for AI/ML models into existing systems.
* Create scalable machine learning models using frameworks like PyTorch, TensorFlow, and scikit\\-learn.
* Implement transformer architectures (e.g., BERT, GPT) for NLP and other advanced AI use cases.
* Optimize machine learning models through advanced techniques such as hyperparameter tuning, pruning, and quantization.
* Deploy and manage machine learning models in production environments using tools like TensorFlow Serving, TorchServe, and AWS SageMaker.
* Ensure the scalability, performance, and reliability of applications and deployed models.
* Collaborate with cross\\-functional teams to analyze requirements and deliver effective technical solutions.
* Write clean, maintainable, and efficient code following best practices.
* Conduct code reviews and provide constructive feedback to peers.
* Stay up\\-to\\-date with the latest industry trends and technologies, particularly in AI/ML.

Interested candidates can share cv at hr2(at the rate)geekinformatic.com or can call directly 9115510872

Job Types: Full\\-time, Permanent

Pay: ₹60,000\\.00 \\- ₹95,000\\.00 per month

Benefits:

* Health insurance

Location Type:

* In\\-person

Schedule:

* Fixed shift
* Monday to Friday

Work Location: In person

**Speak with the employer**  
\\+91 9115510872

",10000,Geek Informatic & Technologies Private Limited
Senior Perception AI/ML engineer,https://careers.quest-global.com/global/en/job/QGRQGAGLOBALP106868EXTERNALENGLOBAL/Senior-Perception-AI-ML-engineer?utm_source=indeed&utm_medium=phenom-feeds,24-03-2025,IN,FALSE,"Bengaluru, Karnataka","**Job Requirements**  

**Key Responsibilities:**

* Design and implement advanced perception algorithms for autonomous vehicles using LiDAR, cameras, radar, and GNSS.
* Develop and optimize sensor fusion techniques to combine data from multiple sensors, improving the accuracy and reliability of perception systems.
* Create algorithms for object detection, tracking, semantic segmentation, and classification from 3D point clouds (LiDAR) and camera data.
* Work on Simultaneous Localization and Mapping (SLAM) algorithms, including Graph SLAM, LIO\\-SAM, and visual\\-inertial SLAM.
* Develop sensor calibration techniques (intrinsic and extrinsic) and coordinate transformations between sensors.
* Contribute to the development of robust motion planning and navigation systems.
* Participate in real\\-time systems design and optimization to meet the high\\-performance requirements of autonomous driving.
* Work with software stacks like ROS2 (Robot Operating System 2\\) for integration and deployment of perception algorithms.
* Develop, test, and deploy machine learning models for perception tasks (e.g., object detection, segmentation).
* Collaborate with cross\\-functional teams, including software engineers, data scientists, and hardware teams, to deliver end\\-to\\-end solutions.
* Stay up\\-to\\-date with industry trends, research papers, and emerging technologies to innovate and improve perception systems.

  

**Work Experience**  

**Required Skills:**

* **Proven experience** with perception algorithms for autonomous systems, particularly in the areas of LiDAR, camera, radar, GNSS, or other sensor modalities.
* Deep understanding of LiDAR technology, point cloud data structures, and processing techniques
* Strong **proficiency in programming** languages such as **C/C\\+\\+**, **Python**, or similar.
* In\\-depth knowledge of **sensor fusion** techniques (Kalman Filters, Extended Kalman Filters, Unscented Kalman Filters, Particle Filters) for combining data from LiDAR, camera, radar, and GNSS.
* Solid background in **computer vision** techniques (e.g., object detection, semantic segmentation, feature extraction).
* Experience in **deep learning frameworks** such as **TensorFlow** or **PyTorch** for object detection and segmentation tasks.
* Knowledge of **SLAM** (Simultaneous Localization and Mapping) and localization algorithms, including **GraphSLAM**, **LIO\\-SAM**, **GTSAM**, **ORB\\-SLAM**, and related technologies.
* Familiarity with ROS2 for the development of perception\\-based robotic systems and autonomous vehicles.
* Experience with **multi\\-object tracking** algorithms such as **DeepSORT**, **SORT**, and **Kalman Filter\\-based tracking**.
* Strong understanding of **real\\-time systems** and optimizing for low\\-latency processing.
* Proficiency in **sensor calibration** techniques and algorithms for both intrinsic and extrinsic calibration of LiDAR, cameras, radar, and GNSS.
* Hands\\-on experience with **PCL (Point Cloud Library)** and **OpenCV** for 3D point cloud and image processing.
* Experience with **parallel computing** and optimizing algorithms for real\\-time performance (e.g., **CUDA**, **OpenCL**).

**Experience with object detection models** such as **YOLO**, **Faster R\\-CNN**, **SSD**, or similar.

",10000,Quest Global
